project,name,facility,owner,address,city,county,cost,sqft_stated,work,status,registered,start,end,scope,design_firm,url,sqft,sqft_source,primary,duplicate_of,cost_per_sqft,cost_suspect,area_is_campus,found_by,geo_precision,lon,lat
EABPRJB0807419,CYRUSONE BELTWAY 8 DATA HALL 3,CYRUSONE,CYRUSONE,5150 WESTWAY PARK BLVD.,Houston,Harris,700000.0,,Additions to Existing Building,Project Closed,2010-02-25,2010-03-01,2010-05-01,"First Time Buildout of a Shell Building, Second Level, Data Hall 3",DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0807419,,,True,,,False,False,project name; scope of work,address,-95.555184,29.844215
EABPRJB0807292,ADVANCED MICRO DEVICES/DATA CENTER B3,ADVANCED MICRO DEVICES/DATA CENTER B3,ADVANCED MICRO DEVICES,"5900 E BEN WHIE BLVD, BLDG B-3",Austin,Travis,280000.0,,Renovation/Alteration,Project Closed,2010-02-23,2010-02-01,2010-06-01,Renovation of existing space,AO3 INC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0807292,,,True,,,False,False,facility name; project name,address,-97.718806,30.214166
EABPRJB0806106,GSA TIMPO DATA CENTER,BANK OF AMERICAN PLAZA,TALCOTT II ALAMO LIMITED PARTNERSHIP,300 CONVENT,San Antonio,Bexar,5000000.0,,Renovation/Alteration,Project Closed,2010-01-26,2010-02-01,2010-06-01,renovation of 3rd floor existing office space into a computer server room and 1st floor garage level existing dr,CARSON DESIGN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0806106,,,True,,,False,False,project name,address,-98.491025,29.429592
EABPRJB0806043,DLR MARSH LANE DATA CENTER-SUITE 120 GEN,DLR MARSH LANE DATA CENTER,DIGITAL REALTY TRUST,2440 MARSH LANE,Carrollton,Dallas,100000.0,,Renovation/Alteration,Project Closed,2010-01-25,2010-01-01,2010-04-01,This project will add an additional redundant generatorto an operational data center.  This includes a foundati,CORGAN ASSOCIATES INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0806043,,,True,,,False,False,facility name; project name; scope of work,address,-96.853458,32.979968
EABPRJB0805725,HCL DATA CENTER RENOVATION,HCL DATA CENTER,EFH CG HOLDINGS COMPANY LP,2947 EXECUTIVE BLVD.,Mesquite,Dallas,350000.0,,Renovation/Alteration,Project Closed,2010-01-18,2010-01-01,2010-04-01,Renovation of approximately 6000 SF of existing office space and conversion to computer room space.  Creation of,CORFT & ASSOCIATES PC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0805725,,,True,,,False,False,facility name; project name,address,-96.645521,32.774026
EABPRJB0805296,SAXON MORTGAGE DATA CENTER RENOVATION,MERCANTILE CENTER,MERCANTILE PARTNERS LP.,4718 MERCANTILE DRIVE,Fort Worth,Tarrant,164000.0,,Renovation/Alteration,Project Closed,2010-01-12,2010-02-01,2010-08-01,"MISC. PARTITION MDFCTNS,RELOCATE EXSTNG A/C, REWORK PWRDISTRIBUTION IN DATA CENTER.          RV250 IN350",FACILITY SUPPORT INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0805296,,,True,,,False,False,project name; scope of work,address,-97.299032,32.828929
EABPRJB0804905,LOWES DATA CENTER 10K EXPANSION,LOWES DATA CENTER,LOWE'S HOME CENTERS INC,3822 ROGERS RUN,San Antonio,Bexar,200000.0,,Renovation/Alteration,Project Closed,2009-12-22,2010-01-01,2010-04-01,Interior Finish-out in a new shell building.,CARSON DESIGN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0804905,,,True,,,False,False,facility name; project name,address,-98.689702,29.471584
EABPRJB0802199,CISCO SYSTEMS DATA CENTER,CISCO SYSTEMS DATA CENTER,CISCO SYSTEMS INC.,2260 CHELSEA BLVD.,Allen,Collin,85000000.0,,New Construction,Project Closed,2009-10-21,2009-10-01,2010-08-01,"New construction of 162,000 sf data center.",CORGAN ASSCOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0802199,,,True,,,False,False,facility name; project name; scope of work,address,-96.662385,33.136199
EABPRJB0800328,DART SECONDARY DATA CENTER,PITTMAN ATRIUM TOWER,NORTH CENTRAL TOWER LP,1255 W.15TH STREET Suite 570,Plano,Collin,150000.0,,Renovation/Alteration,Project Closed,2009-09-09,2009-09-01,2010-01-01,Finish out existing data center into a smaller computerroom for use as a secndary data center.,CHR SOLUTIONS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0800328,,,True,,,False,False,project name; scope of work,address,-96.718655,33.020636
EABPRJA9816386,DALLAS DATA CENTER EXPANSION,DALLAS DATA CENTER,EXXONMOBIL,2993 IRVING BLVD. BUILDING B-3,Dallas,Dallas,9500000.0,,Renovation/Alteration,Project Closed,2009-08-17,2009-09-01,2010-03-01,"Data Hall expansion within an existing building(approx.11,500sf)",PLANNING DESIGN RESEARCH CORPORATION,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9816386,,,True,,,False,False,facility name; project name; scope of work,address,-96.857905,32.809602
EABPRJA9815580,TW TELECOM DATA CENTER,EMPIRE CENTRAL BUILDING,TW TELECOM,7060 EMPIRE CENTRAL,Houston,Harris,1000000.0,,Renovation/Alteration,Project Closed,2009-07-29,2009-08-01,2010-02-01,"3,000 sf data center build out; 1,000 sf training room;MISC. RECEPTION, SECURITY AND OFFICE AREAS RV380",EVOLVE CONSULTING GROUP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9815580,,,True,,,False,False,project name; scope of work,address,-95.545381,29.874458
EABPRJA9815283,CYRUS ONE DATA HALL 4,CONVERGENCE,CYRUS ONE,2501 S. STATE HWY 121,Lewisville,Dallas,550000.0,,Renovation/Alteration,Project Closed,2009-07-21,2009-07-01,2009-10-01,Data Hall build,,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9815283,,,True,,,False,False,project name; scope of work,address,-97.014209,32.988369
EABPRJA9814971,CYRUSONE HOUSTON DATA HALL 7,CYRUSONE HOUSTON,CYRUSONE,4201 SOUTHWEST FREEWAY,Houston,Harris,200000.0,,Renovation/Alteration,Project Closed,2009-07-14,2009-07-01,2009-08-01,A new Data Hall created out of an office space in 4201 Southwest Freeway.,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9814971,,,True,,,False,False,project name; scope of work,address,-95.44492,29.728176
EABPRJA9814970,CYRUSONE LEWISVILLE DATA HALL 4,CONVERGENCE OFFICE CENTER,BREOF CONVERGENCE LP,2501 SOUTH STATE HIGHWAY 121 Building 5,Lewisville,Denton,200000.0,,Renovation/Alteration,Project Closed,2009-07-14,2009-07-01,2009-09-01,Interior Buildout of a Data Hall Warehouse in a previousoffice space,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9814970,,,True,,,False,False,project name; scope of work,address,-96.997983,33.001922
EABPRJA9814652,"DATA CENTER, PHASE II",BUILDING 'K',PEROT SYSTEMS,2300 W. PLANO PARKWAY,Plano,Collin,22000000.0,,Renovation/Alteration,Project Closed,2009-07-07,2009-08-01,2010-01-01,"16,485sf addition of raised floor area to existing 2nd floor data center and build out associated mechanical, el",PARSONS CORP.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9814652,,,True,,,False,False,project name; scope of work,address,-96.739917,33.006633
EABPRJA9814534,EXXONMOBIL HOUSTON DATA CENTER EXPANSION,1301 FANNIN BUILDING,UCM/GP 1301 FANNIN L.P.,1301 FANNIN SUITE 725,Houston,Harris,5000000.0,,Renovation/Alteration,Project Closed,2009-07-06,2009-07-01,2010-01-01,tennant leasehold fitout for data and MEP equipment spaces.  No restrooms or building core are part of this proj,PLANNIN DESIGN RESEARCH CORP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9814534,,,True,,,False,False,project name,address,-95.365684,29.75356
EABPRJA9814318,REALPAGE DATA CENTER,4120 INTERNATIONAL PARKWAY,BILLINGSLEY,"4120 INTERNATIONAL PARKWAY 1st floor, Data Center",Carrollton,Dallas,104000.0,,Renovation/Alteration,Project Closed,2009-06-26,2009-06-01,2009-09-01,Remodel of Data Center,ERIN STONE,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9814318,,,True,,,False,False,project name; scope of work,address,-96.824012,32.940968
EABPRJA9813954,ATMOS DATA CENTER,ATMOS DATA CENTER,ATMOS ENERGY,4500 GREENVILLE AVE.,Dallas,Dallas,7515802.0,,Renovation/Alteration,Project Closed,2009-06-18,2009-06-01,2009-12-01,Renovation of existing data facility.,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9813954,,,True,,,False,False,facility name; project name,address,-96.767862,32.849283
EABPRJA9812795,CYRUSONE HOUSTON DATA HALL 7,CYRUSONE,CYRUSONE,4201 SOUTHWEST FREEWAY,Houston,Harris,100000.0,,Renovation/Alteration,Project Closed,2009-05-26,2009-06-01,2009-08-01,Conversion of an existing office space into a Data HallArea.,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9812795,,,True,,,False,False,project name,address,-95.44492,29.728176
EABPRJA9812422,EXXON LEASE SPACE BUILDOUT DATA HALL 6,CYRUSONE,CYRUSONE,4211 SOUTHWEST FREEWAY Building A,Houston,Harris,75000.0,,Renovation/Alteration,Project Closed,2009-05-16,2009-06-01,2009-08-01,Tenant Buildout in Existing Building,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9812422,,,True,,,False,False,project name,address,-95.445673,29.728227
EABPRJA9812035,WACO DATA CENTER,WACO DATA CENTER,FARSITE PROPERTIES,700 AUSTIN AVE,Waco,McLennan,750000.0,,Renovation/Alteration,Inspection Complete,2009-05-08,2009-05-01,2009-12-01,General office renovation,PAUL KITE COMPANY,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9812035,,,True,,,False,False,facility name; project name,address,-97.133385,31.554977
EABPRJA9811613,CYRUSONE AUSTIN DATA HALL 1 SPACE,MET CENTER - BUILDING 8,DUANE BRADSHAW ARCHITECTS,7401-2 BEN WHITE BLVD,Austin,Travis,150000.0,,Renovation/Alteration,Project Closed,2009-04-30,2009-04-01,2009-06-01,A Buildout of a New Data Hall Inside an Existing Building in Austin Texas,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9811613,,,True,,,False,False,project name; scope of work,address,-97.695008,30.21498
EABPRJA9811432,DLR MARSH LANE DATA CENTER STE. 140,DLR MARSH LANE DATA CENTER,DIGITAL REALTY TRUST,2440 MARSH LANE,Carrollton,Dallas,5000000.0,,Renovation/Alteration,Project Closed,2009-04-27,2009-05-01,2009-11-01,Renovation of shell building space to date center.,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9811432,,,True,,,False,False,facility name; project name,address,-96.853458,32.979968
EABPRJA9809204,CYRUSONE LEWISVILLE - DATA HALL 5,CONVERGENCE OFFICE CENTER,CONVERGENCE OFFICE CENTER,2501 STATE HWY. 121 Building 5,Lewisville,Denton,1200000.0,,Renovation/Alteration,Project Closed,2009-03-08,2009-04-01,2009-06-01,Interior Remodeling of an Office Space to create a DataWarehouse inside an existing building.,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9809204,,,True,,,False,False,project name,address,-96.997983,33.001922
EABPRJA9808867,U. OF TEXAS DATA CENTER @ CRB,CENTRAL RECEIVING BUILDING AT U. TEXAS,UNIVERSITY OF TEXAS AT AUSTIN,2200 COMAL STREET,Austin,Travis,23000000.0,,Renovation/Alteration,Project Closed,2009-02-27,2009-07-01,2010-04-01,Partial renovation of exisiting warehouse.VAR175  VAR175,PAGE SOUTHERLAND PAGE,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9808867,,,True,,,False,False,project name,address,-97.726113,30.282772
EABPRJA9807587,CAPITAL GROUP - DATA CENTER EXPANSION,CAPITAL GROUP - DATA CENTER EXPANSION,"CAPITAL GROUP COMPANIES INC., THE",3500 WISEMAN BLVD.,San Antonio,Bexar,4600000.0,,Renovation/Alteration,Project Closed,2009-02-02,2009-04-01,2011-12-31,Expansion of Data Center and Office Remodel,REHLER VAUGHN & KOONE INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9807587,,,True,,,False,False,facility name; project name; scope of work,address,-98.68199,29.471795
EABPRJA9806998,CISCO DRT DATA CENTER,DLR SUITE 130,DIGITAL REALTY TRUST,2440 MARSH LANE,Carrollton,Dallas,145000.0,,Renovation/Alteration,Project Closed,2009-01-19,2009-02-01,2009-05-01,Renovation of non-accessible data equipment room and work room.,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9806998,,,True,,,False,False,project name,address,-96.853458,32.979968
EABPRJA9805942,TDA CARROLLTON DATA CENTER OFFICES,DLR,DIGITAL REALTY TRUST,2440 MARSH LANE,Carrollton,Dallas,120000.0,,Renovation/Alteration,Project Closed,2008-12-19,2009-01-01,2009-04-01,Renovation to exist office and support spaces for the data center.,MPI ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9805942,,,True,,,False,False,project name; scope of work,address,-96.853458,32.979968
EABPRJA9805421,"DLR MARSH LANE CENTER, STE. 100",DLR MARSH LANE DATA CENTER,DIGITAL REALTY TRUST,2440 MARSH LANE,Carrollton,Dallas,75000.0,,Renovation/Alteration,Project Closed,2008-12-16,2009-01-01,2009-03-01,Renovation of shell building space to office.,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9805421,,,True,,,False,False,facility name,address,-96.853458,32.979968
EABPRJA9804907,DATA CENTER INTERIOR RENOVATION,COMPUTING CENTER,PEPSICO,7701 LEGACY DRIVE,Plano,Collin,450000.0,,Renovation/Alteration,Project Closed,2008-12-01,2008-12-01,2009-04-01,Interior renovation.BI/ VAR175,NELSON,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9804907,,,True,,,False,False,project name,address,-96.840512,33.073357
EABPRJA9804671,A NEW DATA CENTER FOR DFW AIRPORT,VERIZON CENTRAL OFFICE,VERIZON TELECOMMUNICATIONS,2740 SOUTH SERVICE ROAD,Dfw Airport,Dallas,8600000.0,,Renovation/Alteration,Project Closed,2008-11-24,2009-01-01,2009-08-01,Construct new Data Center on 3rd floor of existing telecommunications facility; including new standby generator,WTA INC. CONSULTING ENGINEERS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9804671,,,True,,,False,False,project name; scope of work,address,-96.698742,32.632172
EABPRJA9804558,CYRUSONE HOUSTON DATA HALL 6,CYRUSONE,CYRUSONE,4211 SOUTHWEST FREEWAY Building A,Houston,Harris,100000.0,,Renovation/Alteration,Project Closed,2008-11-22,2008-11-01,2009-01-01,A 6171 square foot lease build-out for a Data Center.,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9804558,,,True,,,False,False,project name; scope of work,address,-95.445673,29.728227
EABPRJA9804301,DLR MARSH LANE DATA CENTER STE. 110,DLR MARSH LANE DATA CENTER,DIGITAL REALTY TRUST,2440 MARSH LANE,Carrollton,Dallas,5000000.0,,Renovation/Alteration,Project Closed,2008-11-17,2008-12-01,2009-04-01,renovation of shell building space to data center.,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9804301,,,True,,,False,False,facility name; project name; scope of work,address,-96.853458,32.979968
EABPRJA9803739,CBEYOND DATA CENTER EXPANSION,INFORMART,DCI TECH INFOMART L.P.,1950 STEMMONS FREEWAY Suite 3010,Dallas,Dallas,2000000.0,,Renovation/Alteration,Project Closed,2008-11-05,2008-11-01,2009-02-01,Renovation to an existing space within an existing building.,WADDILL GROUP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9803739,,,True,,,False,False,project name,address,-96.81948,32.801159
EABPRJA9803328,CAPITAL GROUP - DATA CENTER,HIGHPOINT TOWERS,HIGHPOINT TOWERS LLC,"8415 DATAPOINT, STE B-400",San Antonio,Bexar,150000.0,,Renovation/Alteration,Project Closed,2008-10-28,2008-11-01,2009-01-01,Interior Finish out for Data Center,REHLER VAUGHN & KOONE INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9803328,,,True,,,False,False,project name; scope of work,address,-98.56954,29.518712
EABPRJA9803234,IBC TESORO DATA CENTER REMODEL,IBC,IBC,8770 TESORO DR,San Antonio,Bexar,275000.0,,Renovation/Alteration,Project Closed,2008-10-27,2008-11-01,2009-07-01,Interior Remodel,WKMC ARCHITECTS INC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9803234,,,True,,,False,False,project name,address,-98.456533,29.520031
EABPRJA9802806,DLR MARSH LANE DATA CENTER STE. 120,DLR MARSH LANE DATA CENTER,DIGITAL REALTY TRUST,2440 MARSH LANE,Carrollton,Dallas,5000000.0,,Renovation/Alteration,Project Closed,2008-10-20,2008-10-01,2009-01-01,Renovation of shell building space to a data center.,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9802806,,,True,,,False,False,facility name; project name; scope of work,address,-96.853458,32.979968
EABPRJA9800883,HP AUSTIN CONSOLIDATION,HP FREESCALE DATA CENTER,HEWLETT PACKARD,3301 HIBBETS RD,Austin,Travis,600000.0,,Renovation/Alteration,Project Closed,2008-09-16,2008-10-01,2008-12-01,4.1.6 Renovation/Alteration of existing storage & work areas,PAGE SOUTHERLAND PAGE LLP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9800883,,,True,,,False,False,facility name,address,-97.66969,30.267677
EABPRJA9800080,DATA CENTER FINISH OUT - SUITE 220,MIDWAY DATA CENTER,DIGITAL REALTY TRUST,4025 MIDWAY ROAD,Carrollton,Dallas,300000.0,,Renovation/Alteration,Project Closed,2008-09-03,2008-10-01,2009-05-01,Finish out of a second floor lease space for use as a data center.  Interior work only.,GOOD FULTON & FARRELL ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJA9800080,,,True,,,False,False,facility name; project name; scope of work,address,-96.842205,32.987338
EABPRJB8820869,,EX WEST GREEN DATA CENTER,COPT SAN ANTONIO II L.P.,1050 DEMOCRACY,,Bexar,,,,Project Closed,,,,"New 6,781 SF Data Center administration building on a 28.05 acre greenfield site. The majority of the facility i",PAGE,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB8820869,,,True,,,False,False,project name,address,-98.643791,29.444995
EABPRJB8819506,,COMAL ISD SUPPORT SERVICES BUILDING,COMAL INDEPENDENT SCHOOL DISTRICT,1404 I-35 NORTH,,Comal,,,,Review Complete,,,,"Relocation of existing server room within same building.Scope within new space includes interior finish out, ne",LPA INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB8819506,,,True,,,False,False,project name,address,-98.088902,29.705933
EABPRJB8816773,EDGECORE DATA CENTERS - COLD SHELL,BUILDING 1 - COLD SHELL,Lit Industrial Limited Partnership C/O Clarion Partners,3051 RESEARCH DRIVE (NEC Shiloh Rd and Research),Richardson,Dallas,32000000.0,,New Construction,Project Closed,2018-05-09,2018-05-01,2019-03-01,"EdgeCore Dallas, Building 1 Cold Shell is the first phase of a data center campus in Richardson, Texas.  This po",DLR GROUP INC. OF TEXAS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB8816773,,,True,,,False,False,project name; scope of work,county,-96.777392,32.767003
EABPRJB8812604,,CYRUSONE CARROLLTON,CYRUSONE,1649 WEST FRANKFORD RD,,Dallas,,,,Project Closed,,,,Partial Alteration/renovation to the existing service yard,CORGAN ASSOCIATES INC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB8812604,,,True,,,False,False,project name,address,-96.612463,32.897705
EABPRJB6822756,,SWBC,SOUTHWEST BUSINESS CORPORATION,4500 LOCKHILL SELMA,,Bexar,,,,Project Closed,,,,Interior finishout,LK DESIGN GROUP INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB6822756,,,True,,,False,False,project name,address,-98.572392,29.586754
EABPRJB6822297,,CITI SOUTHWEST DATA CENTER,CITIBANK,931 LITSEY ROAD,,Denton,,,,Project Closed,,,,Add Mantrap and replace turnstile in existing secured entry kiosk,JACOBS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB6822297,,,True,,,False,False,project name,address,-97.244896,33.006719
EABPRJB6812931,,SPRING CYPRESS DATACENTER,TECHNICAL REALTY GROUP OF TEXAS LLC,2626 SPRING CYPRESS ROAD,,Harris,,,,Project Closed,,,,New datacenter.,TREY LUCAS ARCHITECTURE,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB6812931,,,True,,,False,False,project name,address,-95.459106,30.066711
EABPRJB6811202,,CARRIER-1 ROUND TABLE,DALLAS INFRASTRUCTURE SERVICES LLC,1515 ROUND TABLE DR.,,Dallas,,,,Project Closed,,,,"Convert approximately 9,000 square feet of existing warehouse space to data center.",CDWARCH,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB6811202,,,True,,,False,False,project name,address,-96.878272,32.838088
